,工作标题,薪资,城市,地区,年限,学历,职限,职位详情,具体地点,公司名字,公司情况,职位标签,公司标签
99,数据分析助理+13薪,8k-11k,广州,珠江新城,1-3年,本科,全职,1.主要负责公司项目的重要数据提取、收集、整理及分析支撑工作，完成数据库分析、设计与优化；2.负责项目的过程实施，响应业务部门的其他数据分析需求；3.做好数据库管理工作。任职要求：1、 **本科及以上学历、计算机、数学、统计学等专业优先；优秀者学历可放宽至大专；2、1年以上数据分析经验优先、掌握各种数据分析方法；3、 能够熟练运用Excel，熟悉SQL优先；4.入职新人公司提供系统的岗位技能培训。 ,广州-天河区-棠东毓南路,素士该企业已上传营业执照并通过资质验证审核,"电商平台,新零售,贸易｜进出口 / D轮及以上 / 50-150人","['电商平台', 'Python', 'MySQL']",“发展空间大、成长快”
100,数据分析讲师,6k-10k,广州,珠江新城,3-5年,本科,全职,"【 岗位职责 】1 ．作为Excel/数据分析讲师，负责数据分析线上课堂的教务工作，包括作业点评及给学员答疑解惑；2 ．根据学员学习情况，与学员保持沟通和反馈，做好学员档案；3 ．按课程内容输出高质量课程内容，持续优化课程；4 ．按学员学习需求，策划Excel/数据分析线上直播公开课5 ． 积极了解竞品教学服务情况，提出课程产品和服务的优化建议。
【 任职要求 】",广州-天河区-广东省广州市天河区东圃二马路靠近盈科智谷,新仕佳人力资源该企业已上传营业执照并通过资质验证审核,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人","['金融业', '科技金融', 'Python', 'SQL Server', 'MySQL']",“广发银行信用卡中心”
101,数据分析运营经理,11k-20k,广州,黄埔区,不限,本科,全职,"岗位职责： 
1、数据分析及策略建议：通过模型或数据分析方法进行日常业务及专题分析，为用户运营、新媒体运营、营销活动、推广投放等提供策略赋能； 
2. 精细化运营：针对数据分析结果，构建各类型用户模型，制定不同类型用户的运营策略，从而实现差异化运营、个性化服务，提升用户体验； 
3. 资源效率优化：对营销资源及运营效果进行周期性报表制作跟踪分析，持续优化改进营销策略并推进执行； 
4.新媒体及品牌营销数字化体系搭建：梳理用户触点及流程，完善产品及系统功能，进行埋点采集方案设计，与产品对接推动埋点方案执行及数据使用，搭建覆盖新媒体及品牌营销全链路的用户数据收集及分析体系。 
任职要求： 
1、本科及以上学历，最少3年以上商业数据分析工作经验，互联网、酒店、旅游行业优先； 
2、逻辑思维清晰，具备较强的业务流程及业务模型分析设计能力； 
3、掌握常规的数据分析模型，熟练使用常规的分析模型和预测模型； 
4、掌握基本的数据分析编码技能，如SQL、Python、R； 
5、具备用户生命周期管理、移动端产品分析、用户标签设计相关项目经验； 
6、有A/B TEST相关项目数据分析经验优先； 
7、具备良好的沟通能力、团队合作精神及抗压能力，能独立高效完成复杂分析项目;",广州-海珠区-铭丰广场A,知了科技该企业已上传营业执照并通过资质验证审核,"数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 15-50人",['数据挖掘'],“提供转正机会，免费宿舍，聚餐下午茶”
102,数据分析师（ASP346）,15k-25k,广州,珠江新城,5-10年,本科,全职,"项目介绍： 
乡村振兴信息化解决方案是针对政府各个部门在脱贫攻坚战、乡村振兴战略建设、以及生态文明建设中的信息化和智能化管理需求而建设的解决方案。通过大数据治理赋能数字乡村，整合地方移动基础网络、云计算、卫星遥感和智能物联网等能力，打造融合的产品应用，构建“数字乡村+智能物联网”的深度融合方案。为乡村振兴局、扶贫办、农村农业、林业草原、国家公园等主管部门提供定制化的扶贫云、数字乡村、数字林业、森林防火研运维一体化产品及服务、以及数据集市产品服务和网格化运营服务。 

职位描述： 
1、负责指导和建立业务分析模型，开展数据挖掘工作，提出合理化建议，促进产品完善和运营优化； 
2、负责指导和完成各类业务运营的综合性报告（日、周、月）和专题分析报告、数据支撑等工作，辅助提升业务运营效果； 
3、负责配合产品经理进行产品功能设计和开发工作，构建业务分析产品化能力，提升团队竞争力； 
4、根据公司需要，完成领导交办的相关工作。 

任职要求： 
1、 3年以上数据分析或数据挖掘、BI仓库项目建设经验； 
2、 熟悉BI数据仓库，具备BI项目的经验； 
3、熟练使用数理统计、数据分析、数据挖掘的方法，擅长利用模型进行分析、预测； 
4、精通EXCEL,PPT，MindManager等软件； 
5、熟悉SPSS，SAS等数据分析软件； 
6、有大型BI数据仓库建设项目经验或者政务项目、电信行业数据分析经验； 
7、有分布式数据处理项目经验； 
8、良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、建模的经验 ，较强的分析方案执行能力",广州-天河区-华夏路10号富力中心,新仕佳人力资源该企业已上传营业执照并通过资质验证审核,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人","['金融业', '科技金融', 'Python', 'SQL Server', 'MySQL']",“广发银行信用卡中心”
103,数据分析师（ASP346）,15k-25k,广州,珠江新城,5-10年,本科,全职,"项目介绍： 
乡村振兴信息化解决方案是针对政府各个部门在脱贫攻坚战、乡村振兴战略建设、以及生态文明建设中的信息化和智能化管理需求而建设的解决方案。通过大数据治理赋能数字乡村，整合地方移动基础网络、云计算、卫星遥感和智能物联网等能力，打造融合的产品应用，构建“数字乡村+智能物联网”的深度融合方案。为乡村振兴局、扶贫办、农村农业、林业草原、国家公园等主管部门提供定制化的扶贫云、数字乡村、数字林业、森林防火研运维一体化产品及服务、以及数据集市产品服务和网格化运营服务。 

职位描述： 
1、负责指导和建立业务分析模型，开展数据挖掘工作，提出合理化建议，促进产品完善和运营优化； 
2、负责指导和完成各类业务运营的综合性报告（日、周、月）和专题分析报告、数据支撑等工作，辅助提升业务运营效果； 
3、负责配合产品经理进行产品功能设计和开发工作，构建业务分析产品化能力，提升团队竞争力； 
4、根据公司需要，完成领导交办的相关工作。 

任职要求： 
1、 3年以上数据分析或数据挖掘、BI仓库项目建设经验； 
2、 熟悉BI数据仓库，具备BI项目的经验； 
3、熟练使用数理统计、数据分析、数据挖掘的方法，擅长利用模型进行分析、预测； 
4、精通EXCEL,PPT，MindManager等软件； 
5、熟悉SPSS，SAS等数据分析软件； 
6、有大型BI数据仓库建设项目经验或者政务项目、电信行业数据分析经验； 
7、有分布式数据处理项目经验； 
8、良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、建模的经验 ，较强的分析方案执行能力",广州-天河区-华夏路10号富力中心,素士该企业已上传营业执照并通过资质验证审核,"电商平台,新零售,贸易｜进出口 / D轮及以上 / 50-150人","['电商平台', 'Python', 'MySQL']",“发展空间大、成长快”
104,数据分析课程顾问,8k-15k,广州,珠江新城,1-3年,大专,全职,"1、按照公司的课程运营体系方案，数据分析课程的社群销售转化；2、跟进学员的课程购买意向，通过电话、微信沟通等方式，促成课程订单转化；3、根据学员需求规划学习计划，协助学员，帮助学员开展学习成长；任职资格
1、大专及以上学历，有教育培训行业或其它行业电话销售相关工作经验者优先考虑；2、性格外向，善于沟通，具备亲和力；3、抗压能力强、有良好的团队协作；4、拥有同理心，以及拥有愿为他人的成长而努力的意识。",广州-天河区-广东省广州市天河区东圃二马路靠近盈科智谷,新仕佳人力资源该企业已上传营业执照并通过资质验证审核,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人","['金融业', '科技金融', 'Python', 'SQL Server', 'MySQL']",“广发银行信用卡中心”
105,数据分析总监,55k-80k,广州,五山,5-10年,本科,全职,"岗位职责： 
1、负责构建并优化数据分析体系，带领团队进行商品分析和用户数据洞察，提供研究和数据分析，为业务发展提供创新的咨询服务； 
2、负责对业务数据进行监测、统计、整合、分析挖掘，挖掘用户行为特征，为营销、运营及决策提供业务分析及数据支持； 
3、基于具体业务专题，构建商业分析框架，产出体系化商业分析方法和决策建议，并推动落地； 
4、负责梳理业务增长及市场变化趋势，识别机会和风险，给出可靠商业分析和预测模型，指导业务发展，支持有效的决策； 
5、深度分析挖掘数据价值，与业务、产品、研发等团队紧密配合，推动数据分析结果应用到实际业务，驱动业务不断优化迭代，提升业务效率； 
6、负责数据分析部门团队管理工作。 
岗位职责： 
1、数学、统计学、计算机等专业本科以上学历，8年以上数据分析经验，有团队管理经验，有互联网电商经验优先； 
2、对数据变化敏感，具备业务意识和业务深度理解能力、较强的逻辑思维和抽象能力、较好的商业思维和优秀的分析能力； 
3、重视团队合作，跨业务领域的沟通能力，具有良好的项目推动、沟通协调能力，思维敏捷，具有挑战精神； 
4、精通主流BI分析工具、常用数据分析方法、SQL等工具",广州-白云区-石槎路聚源街,猎优网络,专业服务｜咨询 / 不需要融资 / 500-2000人,"['物流｜运输', '电商平台', 'SQL', 'Python', 'R语言']",“垂直电商全国最强 业绩翻倍增长 明年上市”
106,高级数据分析师（游戏）,20k-30k,广州,黄埔区,1-3年,本科,全职,"职位描述 
1. 参与网易游戏玩家的行为数据整合、分析建模，为产品设计研发及运营提供数据支持； 
2. 设计国内外游戏行业、市场研究方案，建立指标体系、算法模型以提供市场分析、预测工具或结果； 
3. 探索及开发数据相关工具、应用，拓展或优化产品、用户研究方法或效率； 
4. 基于公司内外产品、用户及市场数据的研究和分析，加深对产品及用户群体的理解，形成系统化的分析体系; 
职位要求 
1. 本科或以上学历，计算机、统计、数学等相关专业毕业； 
2. 两年以上互联网产品数据分析挖掘经验； 
3. 有linux环境下工作经验，熟悉SQL/Python/R相关技术优先； 
4. 充分的数据敏感度，能从海量数据中提炼核心结论并形成专业报告，及时反馈数据中隐含的变化和问题； 
5. 优秀的分析问题和解决问题的能力，能够把合理的思路成功应用于实践； 
6. 表达能力强，具备优秀的快速学习能力、沟通协调能力及团队精神；",广州-黄埔区-高唐,知了科技该企业已上传营业执照并通过资质验证审核,"数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 15-50人",['数据挖掘'],“提供转正机会，免费宿舍，聚餐下午茶”
107,数据分析（亚）,10k-15k,广州,天河区,不限,不限,全职,"1、根据产品研发同事对市场的需求，提供具体产品的市场调查、用户研究、需求分析、竞争分析，协助完成产品的开发2、协助产品研发启动调研项目，分析市场趋势及竞争环境，洞察消费者需求，进行产品线整体规划，完成年度产品开发计划；3、负责产品开发过程中所需要的文件的编辑和整理、和各个部门之间的对接和沟通；4、协助研发人员做针对性的地域做深入的人文地理，风俗习性的数据收集和整理；5、跟进现有产品销售数据情况，对在售产品数据进行数据整合分析 6、根据现有产品的数据进行优化改进和整合，更深入的剖析 7、根据运营部反馈信息整理分析的有效信息对产品进行升级改版；岗位要求：
1、1年以上调研分析工作；2、理解产品开发各个专业模块（产品数据调研、）和相关工具的使用，能独立熟练完成产品开发数据分析工作；",广州-白云区-广东省广州市白云区古巴比伦b栋 303-304,今朝人力资源该企业已上传营业执照并通过资质验证审核,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 未融资 / 50-150人","['电商平台', 'Python', 'SQL']",“双休 晋升快 奖金多 发展好”
108,游戏数据分析师-（外包）,15k-27k,广州,越秀区,3-5年,本科,全职,"职位亮点 
上市公司，提供转正机会 
职位描述 
工作职责 
1. 参与网易游戏产品的研发过程，提供用户研究工作支持； 

2. 熟练运用各种用户研究方法，跟进网易游戏产品研发各个阶段，提供客观的产品体验度量结果以及合理的用户体验提升策略； 

3. 关注运营数据和用户反馈，评估、跟进、促使产品提升用户体验； 

4. 构建产品用户体验设计标准，跟踪和监督产品用户体验等的改进，提升产品质量 

任职要求 
1. 本科或以上学历，心理学、社会学等系统学习过数据分析处理的专业优先； 

 2. 有深入的游戏体验经历，热爱游戏者； 

3. 有1年以上用户体验/研究相关岗位经验优先； 

 4. 能熟练应用excel、SPSS等主流研究与分析工具、方法，喜欢数据分析和整理工作； 

5. 优秀的责任心、沟通能力、推动能力以及出色的服务意识； 

工作地址 
广东-广州-天河区-新塘-思蕴路3号网易(总部)",广州-天河区-广东-广州-天河区-新塘-思蕴路3号网易(总部),科锐福克斯该企业已上传营业执照并通过资质验证审核,专业服务｜咨询 / 不需要融资 / 150-500人,"['电商平台', '社交平台', 'SQL Server', 'MySQL']",“互联网大厂”
109,支付数据分析师,40k-60k,广州,珠江新城,5-10年,本科,全职,"岗位描述： 
-建立和维护仪表板的日常监控，新产品的发布和业务表现的解释。 
通过分析业务案例和挑战，提供洞察和发现销售机会，推动业务增长 
-与业务团队联系，将业务数据需求转化为跟踪指标或分析设计，与数据工程师/数据产品团队设计表格，提供所需的相关数据，并提取数据供使用。 
通过趋势识别、市场洞察和对支付行业常用做法的了解，为业务战略和总体方向做出贡献。 

岗位要求： 
本科/硕士学历，有编程和/或统计分析经验的技术领域优先 
-英语读写流利 
-至少4-10年的工作经验，通过数据分析、KPI跟踪提供业务洞察，能够从海量数据中挖掘机会。 
熟练使用SQL和Excel 
-演示统计概念、假设检验和/或概率的基础和应用，使用统计包分析数据集(如R, Python) 
-熟悉仪表板工具，如Tableau, Power BI，或QlikView 
较强的分析能力和商业意识，注重细节 
优秀的沟通能力和人际交往能力。 
有支付经验者优先",广州-海珠区-琶洲阿里中心,新仕佳人力资源该企业已上传营业执照并通过资质验证审核,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人","['金融业', '科技金融', 'Python', 'SQL Server', 'MySQL']",“广发银行信用卡中心”
110,bi 数据分析总监,60k-90k,广州,黄埔区,5-10年,本科,全职,"职责描述： 
1、负责数仓、数据产品、大数据平台的建立，以及建立公司的算法和平台应用； 
2、构建并优化数据分析体系，提供研究和数据分析，为决策提供业务分析及数据支持； 
3、负责梳理业务增长及市场变化趋势，深度分析挖掘数据价值，推动数据分析结果应用到实际业务，驱动业务不断优化迭代，提升业务效率； 
职位要求： 
1、本科及以上学历，8年以上数据相关经验，有团队管理经验，有过成功的大型项目经验，互联网公司或者做了数据转型的传统服装/零售公司优先，精通主流BI分析工具、常用数据分析方法、SQL等工具，过硬的专业能力，数仓、数据产品和算法经验丰富； 
2、对数据变化敏感，具备业务意识和业务深度理解能力、较强的逻辑思维和抽象能力、较好的商业思维和优秀的分析能力，前瞻性的规划和统筹全局的能力； 
3、重视团队合作，跨业务领域的沟通能力，具有良好的项目推动、沟通协调能力，思维敏捷，具有挑战精神，心态开放。",广州-海珠区-立白中心,蚂蚁金谷能源该企业已上传营业执照并通过资质验证审核,"专业服务｜咨询,能源｜矿产｜环保,生活服务 / 不需要融资 / 15-50人","['数据服务｜咨询', '回归算法', '决策树类算法', '降维算法', '数据挖掘']",“五险一金 周末双休 绩效奖金 成长空间大”
111,总行 数据分析专家,20k-40k,广州,五山,5-10年,本科,全职,"工作职责 
 1、通过对用户行为及市场、行业的洞察分析，识别客户消费偏好及场景，围绕用户获客、活跃、增收、挽留等目标，制定整体用户的营销策略，并根据策略制定推广计划，统筹各项活动进展及调整活动方向； 

 2、负责业务领域核心数据体系的规划设计，并推动数据采集和数据口径规范。搭建数据服务产品（业务报表开发和维护），利用可视化工具输出动态仪表盘，赋能业务； 

 3、通过业务数据分析及时检测业务健康度，并针对异常点开展专项深度分析，发现问题并提供合理业务建议； 

 4、客户画像标签定制，并落地到相关数据营销系统，助力用户精准营销； 

 5、负责市场关键业务指标的年度测算与分解，定期滚动提供合理的业务预估。 

任职要求 
岗位要求： 

1、本科及以上学历，经济金融、理工科、统计学等背景优先，5年以上相关工作经验； 

2、对金融业感兴趣，对数据业务场景敏感，能够横向协同，跨界整合资源，有效结合业务形成一套完整的数据解决方案； 

3、具备金融行业或互联网金融企业前瞻性的整套数据管理、数据服务等解决方案的规划和落地经验尤佳； 

4、掌握SQL，以及Python/SAS/R语言（至少一种）的数据分析处理技能； 

5、优秀的思维逻辑性、语言表达能力； 6、有一定的市场敏锐度，商业嗅觉敏锐者优先; 

7、有互联网项目策划、运营经验尤佳",广州-天河区-天河区-珠江新城-珠江西路8号高德置地广场夏号,汇丰软件该企业已上传营业执照并通过资质验证审核,"信息安全,数据服务 / 不需要融资 / 2000人以上","['金融业', 'SQL', 'Python']",“老牌外资企业；20天带薪年假；弹性工作；居家”
112,数据建模实习生,3k-4k,广州,广卫,在校/应届,本科,实习,"我们是众言科技（问卷网）旗下数据分析软件产品团队，旨在打造低门槛一站式数据科学算法平台，致力于提供数据科学的**体验。在这里，你既可以亲历算法模型平台的从0-1，也可以见证创新产品的突围升级。任职要求：
1. 本科或者研究生在读，应用数学、统计学、计算机等相关专业优先；2. 有数学建模竞赛、ACM获奖经历优先；3.对数据分析、数学建模感兴趣，愿意专研学习数据分析、算法模型；4.有发布数学建模、数据分析、数据挖掘博客者5.至少实习3个月，每周工作日出勤3-4天（可半天拼凑），上班时间为9：30-18：30；【你能收获的】",广州-天河区-天河区珠江新城环球都会广场66层,基石人才该企业已上传营业执照并通过资质验证审核,专业服务｜咨询 / 不需要融资 / 15-50人,"['电商平台', 'Python', 'SQL']",“知名互联网公司，猎头职位”
113,数据建模工程师,20k-35k,广州,新港,3-5年,本科,全职,工作职责:1. 常规工作：支持建模课题研究，支持搭建建模研究体系，支持建模研究产品输出； 对接数据技术团队、数据挖掘团队做好建模数据要求和质量管控；2. 项目支持：支持研究项目中建模研究部分，根据业务需求提供建模解决方案。任职资格:1. 本科及以上学历，硕士为佳，优质院校统计学、数学及计算机相关专业优先考虑；2.扎实的数学基础，能够熟练应用一种或多种主流数据库（如：oracle、mysql、python等）3.具有较强的业务理解与分析能力，对业务数据敏感，擅长建模，且思维清晰有条理，注重细节；拥有中国电信模型研究经验为佳；4.工作态度认真负责，良好的沟团队协作意识和沟通协调能力，能承担工作压力，且自驱和独立性强。 ,广州-天河区-黄埔大道西100号富力盈泰广场A塔13楼,亿聘世纪该企业已上传营业执照并通过资质验证审核,"工具类产品,数据服务｜咨询,专业服务｜咨询 / 未融资 / 150-500人","['数据挖掘', '移动互联网']",“知名企业”
114,数据分析师,15k-25k,广州,东圃,3-5年,本科,全职,岗位说明1、及时响应业务团队数据统计分析需求，输出可读性强的分析报告；2、结合分析结果及对业务需求的深入理解，设计业务指标体系及数据产品并驱动研发，并不断优化以提升效率；3、负责在项目推进过程中的跨部门协调沟通工作，能够协调各资源以确保工作顺利发展；4、行业领域的数据分析，结合市场趋势对公司产品的运营和决策给出专业的建议；5、分析数据并对数据进行多角度挖掘，为部门提供数据层面的投放策略指导；6、负责数据系统建设，确保系统数据准确性和实用性；岗位要求1、大学本科或以上学历，数学、统计学、计算机等相关专业；2、2年以上数据分析工作经验，精通Excel/PPT，熟练掌握SQL等技能，掌握python者更佳；3、熟悉数据分析的相关理论，对数据分析有浓厚的兴趣；4、自我驱动力强、具备良好的沟通能力和团队合作意识； ,广州-番禺区-中银大厦,长沙信必优信息科技有限公司该企业已上传营业执照并通过资质验证审核,IT技术服务｜咨询 / 未融资 / 150-500人,"['软件服务｜咨询', 'MySQL', 'DB2']",“五险一金 带薪假期”
115,数据分析师,10k-16k,广州,天河区,3-5年,本科,全职,"岗位职责 
1、负责业务数据分析与挖掘工作； 
2 、根据客户需求，对数据进行加工、汇总、统计及挖掘； 
3、清洗处理原始数据，构建数据模型； 
4 、能够编写数据分析报告，辅助分析工作决策支持。 

任职要求 
1、计算机、电力等相关专业； 
2 、具有两年以上数据分析相关工作经验，熟悉常用分析算法； 
3、熟悉Python或者R等数据分析语言和主流数据分析工具； 
4 、熟悉数据建模，有相关工作经验 
5、有电力行业经验者优先，熟悉营销业务更佳； 
6、具备良好的沟通表达能力，有较强的学习能力。",广州-黄埔区-科学城科学大道162号创意大厦B3栋13层,环球青藤,"在线教育,教育｜培训 / D轮及以上 / 500-2000人","['在线教育', '教育｜培训']",“数据分析”
116,数据分析师,15k-25k,广州,海珠区,3-5年,本科,全职,"工作职责：1.基于数据分析，拆解现有产品业务，发现业务洼地，能够提供清晰实用的分析和业务优化方法，数据驱动业务快速迭代，辅助业务团队科学决策，协助达成商业目标；2.构建业务分析体系，监控运营状况；运用数据分析，与大数据算法、数仓同事深度合作，解决业务的核心痛点和难点；3.从指标体系监控，能够帮助业务看清业务发展的趋势，及时发现存在的问题和机会，进行分析和给出预期诊断，提示可能性风险及策略方法。深入理解产品和业务，持续监控运营和产品改进效果，为业务部门提供业务优化建议。任职资格：
1.3年以上相关工作经验（数据分析、决策支持、数据挖掘），有产品、运营、用户相关业务分析经验，有汽车销售行业经验值优先；2.具备良好的沟通能力、理解能力、数据敏感度、团队合作精神、抗压能力，较强的学习能力。",广州-海珠区-新港西路135号中山大学国家大学科技园B座14楼,锦江信息技术（广州）有限公司该企业已上传营业执照并通过资质验证审核,旅游｜出行 / 不需要融资 / 500-2000人,"['旅游｜出行', '电商平台', 'TO B', 'TO C', '用户运营']",“团队年轻 福利齐全”
117,python数据分析师（英语流利）,20k-30k,广州,天河区,3-5年,本科,全职,"岗位职能： 
•提供合规业务分析和模型的设计、开发和维护方面的专业知识; 
支持改进支持FCR/FCTM模型部署的系统和数据基础设施。 
•按照工程和质量标准，确保按时交付。 
根据区域计划提供分析工作(数据质量审查和改进，模型校准，在需要时开发和实施本地偏差/特性); 

岗位要求： 
•金融、数学、风险管理、统计学、IT或相关专业本科及以上学历，3年以上工作经验，有银行业工作经验者优先; 
精通Python并有相关经验，或对最近的机器学习技术有强烈的兴趣 
•较强的分析和统计能力，能够组织和分析多个复杂的数据集，得出清晰的商业结论，并向非科学的利益相关者清晰地展示; 
良好的数据库技能，包括使用高级数据集，高级数据库和统计函数和方法; 
熟练使用SAS、SQL、大数据(Hadoop)、可视化工具(Tableau、Qlikview、Spotfire)和Excel(高级)优先; 
良好的英语听说读写；",广州-天河区-石牌桥地铁站附近,卓望该企业已上传营业执照并通过资质验证审核,移动互联网 / 不需要融资 / 2000人以上,"['网络通信', 'Python', '数据建模']",“大平台、前沿项目、稳定发展”
118,数据分析师,10k-20k,广州,天河区,3-5年,本科,全职,"岗位职责： 
1、掌握多个系统的存储信息及数据结构，根据业务需求独立输出各类数据报表（含数据清洗） 
2、建立各个业务环节工作预警，及时对相关数据异常情况提前预警 
3、基于对业务的深入理解，独立承担数据分析任务，为运营或营销提供决策支持 
4、抽象数据分析需求，形成有竞争力的数据产品（含相关统计模型），主动发现新的业务机会点 
5、协同内部其他部门团队，持续打造数据能力矩阵和分析工具 
6、负责数据分析的对内培训，形成数据驱动的部门文化 

任职要求： 
1、本科及以上学历，3年以上工作经验，计算机、统计学、数学、信息管理、社会学等相关专业 
2、对数据敏感，数据思路清晰，对问题能独立思考并进行数据分析 
3、熟悉互联网数据采集，具备大数据处理能力，熟练掌握一到二种数据分析工具 
4、良好的沟通能力和抗压能力 
5、有全局战略及商业思维者优先 
",广州-番禺区-金山大道东路633号（广汽乘用车有限公司）,卓望该企业已上传营业执照并通过资质验证审核,移动互联网 / 不需要融资 / 2000人以上,"['网络通信', 'Python', '数据建模']",“大平台、前沿项目、稳定发展”
119,数据分析师,25k-40k,广州,天河区,5-10年,本科,全职,1、基于金融业务的需要进行数据分析和建模工作2、深入业务，理解并设计各项指标，建立各类机器学习模型所需要的数据框架3、完成基于结构化数据的数据统计、汇总、分析、归纳等基础分析，并基于对数据分析及业务的理解，建立数据分析报表系统4、灵活运用传统统计学模型和机器学习模型来完成金融建模任务，支持业务决策；5、追踪业内前沿技术，结合业务特点，探索将前沿的算法技术应用于实际业务的可能6、完成上级交代的相关工作。任职要求任职要求：,广州-海珠区-鼎新路128号唯品会总部大厦安越楼20-24楼,环球青藤,"在线教育,教育｜培训 / D轮及以上 / 500-2000人","['在线教育', '教育｜培训']",“钱多速来”
120,数据分析师（实习）,3k-6k,广州,黄埔区,在校/应届,本科,实习,"【职位职责】：▪ 与资深分析师合作，撰写、交付分析报告；▪ 协助维护公司内部数据，监控问题并跟进解决；▪ 负责与公司合作伙伴日常沟通和关系维护工作。【职位要求】：
▪ 熟练使用 Excel 和 PowerPoint，能熟练使用 SQL 和 Tableau 者优先；▪ 本科及以上学历，至少实习两个月以上（请在简历上标明实习时长及一周几天）；▪ 有良好的沟通能力，做事认真、负责、有耐心，有较强的服务意识、团队合作意识和主观能动性。",广州-天河区-珠江新城雅居乐中心寰图31楼F18房,欢创咨询该企业已上传营业执照并通过资质验证审核,专业服务｜咨询 / 不需要融资 / 150-500人,"['电商平台', 'Python', 'SQL', 'Shell', '数据挖掘']",“大厂；大牛氛围；丰富三餐；班车等”
121,初级数据分析员,3k-5k,广州,白云大道,在校/应届,本科,全职,"公司简介： 


《消费者报道》杂志社创建于1998年，是中国内地率先采用商品和服务对比测评、研究商品评价体系的专业机构，多年来专注并坚持在市场消费现象、行业服务及消费维权方面进行深入的研究、分析和应用，持续向公众传播科学消费与责任消费的理念，目前已形成全媒体、研究中心、数据中心三位一体的调研架构，为政府部门、社会组织、企业和消费者提供全面、科学、权威的调研和资讯服务。这里很纯粹，就是做事的地方——我们热衷于解决问题。 



加入我们将享有以下工作条件： 

1、7.5时5天，保底13薪，五险一金，带薪年假 

2、APM黄埔大道地铁口，交通方便。地铁口附近是花城汇，公司门前屋后有各种餐饮服务，午饭口味任君挑选 

3、工作目标导向，加班可调休 




岗位职责： 
1、参与公司项目数据分析工作，包括数据调研、数据采集、数据分析、报告撰写等； 

2、跟进调研项目的整个执行过程，贯穿与客户确定具体需求到项目完成整个过程。 

3、完成上级安排的其它工作。 

岗位要求： 

1、统计学、数学等相关专业的应届或实习生优先，具有扎实的数据库相关基础知识者优先； 

2、具有良好的文字功底及沟通能力。",广州-天河区-黄埔大道路163号19k房,埃摩森猎头机构该企业已上传营业执照并通过资质验证审核,专业服务｜咨询 / 不需要融资 / 500-2000人,['猎头机构'],“平台稳定”
122,数据分析实习生（python方向）,2k-4k,广州,天河区,在校/应届,大专,实习,"岗位职责：1、协助技术人员对业务数据进行处理；2、了解爬虫并对爬虫技术感兴趣优先；岗位要求
1、掌握python优先；2、在校学生优先；3、待遇60~100元/天；4、一周至少到岗三天（不含周末），朝九晚六；",广州-海珠区-新港西路11号富力千禧商务中心,亿聘世纪该企业已上传营业执照并通过资质验证审核,"工具类产品,数据服务｜咨询,专业服务｜咨询 / 未融资 / 150-500人","['JAVA', '问卷投放']",“与网易联合招聘”
123,数据建模,14k-22k,广州,海珠区,3-5年,本科,全职,"工作内容/职位描述： 
1、移动认证业务数据建模与分析方向； 
2、负责机器学习、精准营销模型设计和实现，负责规划、设计、推动大型算法的实现； 
3、负责模型构建、数据采集、特征抽取、代码编写、模型训练，能够完成模型部署； 
4、根据业务遇到的实际问题，进行针对性数据分析，找到最优策略和算法解决方案； 
5、通过数据建模与数据分析，助力移动认证业务规模提升，精准营销活动转化效果 

任职要求： 
1、本科及以上学历，统计学、数学、计算机相关专业； 
2、熟悉Linux/Hadoop/Hive/Hbase/Spark大数据平台技术，熟练掌握Python、SQL、SAS、R等相关工具或语言的使用； 
3、熟悉机器学习、建模算法和原理，如决策树、随机森林、Logistic回归等，并具备相关工作经验， 
4、数学基础理论扎实，有良好的抽象思维和逻辑思维能力，能够独立分析和解决问题； 
5、三年以上工作经验，有较强的沟通能力和团队协作能力。",广州-天河区-高唐路333号南方基地园区,睿璞人才服务该企业已上传营业执照并通过资质验证审核,专业服务｜咨询 / 未融资 / 50-150人,"['电商平台', 'JAVA']",“BAT”
